Date,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20
2000-01-26,6.356318341616294,6.636141670352271,6.8788632377740875,7.03367831078404,7.104478189171067,7.1797770504489336,7.23942878940017,7.289811998937617,7.248688705697022,7.272761776890993,7.303470995297741,7.354614924399225,7.332049686472577,7.364242974354719,7.403249552042205,7.472460865896855,7.451177044584894,7.4923021880187655,7.528782490012142,7.637572003087425
2000-01-27,6.362795800173945,6.662672333948989,6.918930293235797,7.077895101537332,7.156439547052044,7.230675531663127,7.29910658009257,7.355182791504024,7.313644032640549,7.337793988451895,7.369598461498287,7.4184477861698,7.3909408697702546,7.418197972447991,7.453141393993517,7.516272252443959,7.490344059149571,7.5267006523687225,7.55846704888491,7.6637001661634185
2000-01-28,6.440902997735425,6.760628660796993,7.037545157436607,7.197923925783907,7.270457106842762,7.339718006940401,7.402594721641083,7.446090680100272,7.396928394745392,7.416358210917861,7.444373926458576,7.485579283603576,7.449283298239811,7.472338339764393,7.502143856828411,7.553460632767661,7.519274719291238,7.550336741558675,7.572134941837371,7.676618998211785
2000-01-31,6.508243994093303,6.81760155020303,7.090624430798883,7.268684089121681,7.363243096655079,7.451937797936488,7.52027112436129,7.552095314645736,7.500673281600232,7.514854518780359,7.5393906947327585,7.565685864778329,7.5232592676273855,7.539830298849287,7.563008092317868,7.606317508081544,7.568372904349299,7.5949184687406674,7.611979162739555,7.709450091579463
2000-02-01,6.501898842115823,6.808869384241173,7.076690578626093,7.24587815591827,7.331604623820072,7.417562407869621,7.484737324917409,7.510770378565954,7.4609698106845785,7.474634358204929,7.50056117411241,7.523624175044243,7.4779098871081136,7.494793912299984,7.519154825332104,7.55970956713244,7.517981583479666,7.545232655518782,7.562305086212479,7.661704152498134
2000-02-02,6.531649642000904,6.866644804901875,7.139025852085499,7.311915112594063,7.3981548022629,7.47114112474677,7.5413356485569185,7.564860231452788,7.516132173798595,7.5295662575673035,7.556280870812812,7.578304692862627,7.5316110278164725,7.544201465902092,7.570100327912871,7.609500994598871,7.566885236905585,7.589948675094677,7.607603553262083,7.699891006449881
2000-02-03,6.509213198318015,6.838174167084843,7.116927558508743,7.291004423493632,7.377434630466293,7.457979631351261,7.526896590907593,7.549793418666583,7.498450024195926,7.500325078369001,7.519974652275029,7.536018075724094,7.485051146752131,7.492490279360114,7.514548744946195,7.547204276911162,7.501812299269012,7.524176937639739,7.536870940276276,7.634471726431262
2000-02-04,6.526608417791391,6.866541545530639,7.152775953504054,7.327276089682087,7.413543799492694,7.493531815836031,7.562838015291102,7.584467128208717,7.531555263334087,7.530012038418693,7.549078429936154,7.560078862892409,7.508688998953802,7.511786487310163,7.535462426291249,7.566919376950147,7.520607599345442,7.53867880589468,7.552706779423717,7.650183635701008
2000-02-07,6.53825121697621,6.880354169441047,7.178918870114441,7.360204187948955,7.456755960334094,7.543707989851593,7.613579057004698,7.629033704030515,7.580108985060193,7.574176493617356,7.594362143718384,7.597653104060161,7.547046710402094,7.5461183818631845,7.571559890641404,7.594578150288481,7.550927471544009,7.568881377368717,7.584055797672204,7.685999924989964
2000-02-08,6.512397953230799,6.848977014917139,7.1425497052280145,7.313977427476622,7.418659819353314,7.507469366757641,7.576008443255297,7.593903637928369,7.5453401019350865,7.536912808216718,7.554906602673085,7.555033441046696,7.5018568376371055,7.499359044665636,7.521807717163262,7.5440287104737696,7.50127883828174,7.517656014408044,7.528276567665323,7.636282860102434
2000-02-09,6.51376646351385,6.856362738452345,7.147105509129093,7.319928273144684,7.428413941312091,7.5144145139603165,7.587893933111593,7.602577987820418,7.557128376313626,7.553944902732113,7.577494968912734,7.581656851697877,7.531962449749715,7.530453778976107,7.559917432297616,7.583872943993688,7.5409489899301345,7.55908068212957,7.574950174443783,7.680181789608319
2000-02-10,6.501481019515059,6.834570314853781,7.116067197335982,7.28801759382014,7.402045424763686,7.494331058909418,7.57880247635012,7.601261756461178,7.567139695193459,7.571005315182073,7.601967505941024,7.615101232258289,7.5763025792750165,7.582794754928916,7.617294072071142,7.646483386547742,7.6151153934023315,7.641210020103039,7.662581211599823,7.784003566297494
2000-02-11,6.48488042390777,6.812222387646441,7.0939170691547835,7.264495411285869,7.377181556036311,7.475955360256397,7.561009410329167,7.574793642596897,7.540269140951737,7.540625751254661,7.5711359919141445,7.577207444134091,7.53402743554733,7.537263867609818,7.573329661929109,7.600908334926197,7.570353062724766,7.596332503863811,7.618160518565034,7.741359336937397
2000-02-14,6.478671648050586,6.797533841321125,7.063586055697934,7.21665730476326,7.32267804618623,7.400731853529849,7.482865001204327,7.496738044928066,7.4596726345333835,7.460390383648681,7.4937807049540766,7.49269433474776,7.4486737273430785,7.452272439781833,7.490570898352579,7.5163420821508655,7.491270697941469,7.518177571755249,7.546493227292089,7.668859124143699
2000-02-15,6.49857331369814,6.810958428244455,7.084572529537929,7.243785873873397,7.350941849644099,7.434165148085824,7.5215896375167315,7.538439416897949,7.507816175784653,7.5102740413407965,7.546465498559259,7.549233121373147,7.511502132794547,7.517274148111311,7.558048790949274,7.588467943462034,7.566916455915523,7.593227102316684,7.622253326690661,7.745722657519303
2000-02-16,6.5149541666511634,6.831943386793828,7.111105032571704,7.267260291526631,7.3716963348411735,7.455062204816029,7.5421400900780435,7.560550640737608,7.532932517715354,7.537700710235952,7.577270332374285,7.580841387889457,7.546696786722406,7.554438889706807,7.599112219635256,7.629994044175514,7.612762360948413,7.638212132101113,7.668084628066619,7.792359101716638
2000-02-17,6.559098104989297,6.915191803462047,7.202859333031309,7.353020429430838,7.453180088886877,7.525406955544462,7.599691403962543,7.6061935488826755,7.576219074202598,7.572410572071447,7.605043683641853,7.602773937817255,7.564394170088395,7.567073197033668,7.607753623492588,7.63233799517802,7.61083120281858,7.6312423547883546,7.656675980389079,7.777609390815665
2000-02-18,6.56587281049006,6.914540626894777,7.203608258622156,7.352212333651886,7.444020223078638,7.503022123321528,7.560782872151748,7.559822760042343,7.529329027669839,7.5193908138844,7.5483874592371105,7.538901421523848,7.499637828427962,7.4995748772129005,7.5386171344776445,7.559640268794681,7.535874765687078,7.55465578200952,7.57569020086341,7.705471617857238
2000-02-22,6.502994985045004,6.810549355235499,7.08517486810576,7.21968889346712,7.3043790554286145,7.359156394504688,7.418826601238038,7.412197080237643,7.3841454057782,7.376096016783314,7.413953336662348,7.403093303058313,7.373212654827852,7.3746297758151815,7.416581368816737,7.435115554572799,7.4169369500882585,7.436845046245995,7.464962225376179,7.5941810513310335
2000-02-23,6.53161756034981,6.870803596636957,7.158422912041967,7.286931589626394,7.37020560815328,7.424057340227841,7.487705028350018,7.481942752242928,7.4540873807099235,7.4460104892733225,7.484639631081847,7.47228771567223,7.4434064178659245,7.444522021321582,7.48747078140581,7.504618630017112,7.487184978971341,7.5069626327451076,7.5356592285013635,7.666557568730015
2000-02-24,6.484140136601543,6.771141327208647,7.018614437851478,7.151939512886725,7.242764643711097,7.293588951178673,7.361408192901064,7.359381915129034,7.337157390373554,7.3338709685781645,7.378237509638622,7.369336197918291,7.346405790260547,7.352168759712801,7.401044012266674,7.421771476413736,7.409958166745636,7.4348382744701755,7.4673885097346195,7.595283349778271
2000-02-25,6.447551571949229,6.673896139198017,6.911679884429565,7.051762918186745,7.1489392540832695,7.215388690980554,7.284632770838773,7.280318745532628,7.268906276954796,7.271806353552801,7.3243263183859835,7.3250525214577875,7.30945168299534,7.3221694062824625,7.383012307258636,7.409356784692323,7.4028126237233,7.432629278788806,7.470608292430205,7.605223743908163
2000-02-28,6.484268835304418,6.734248546281923,6.995785465059418,7.131288931950256,7.230277358147448,7.297621848131268,7.366111611062654,7.362109318639199,7.354971678650533,7.356749554943427,7.411855810015824,7.408108875783742,7.395373028069554,7.407446148831332,7.471118055747156,7.493132763822423,7.488946535303601,7.518324611569558,7.558020337942068,7.6974652455191785
2000-02-29,6.498373185425487,6.761071444804219,7.0194148895073125,7.155622450159437,7.2544363954465965,7.309825559472345,7.380214614472739,7.374058417417586,7.361675330714653,7.358604843756145,7.409465050831811,7.399337653824863,7.382605252878452,7.389532090745623,7.449177196867756,7.464789757869638,7.4565408266105155,7.48051444098623,7.517824627614033,7.664219564954545
2000-03-01,6.48520415109052,6.746707282137342,6.9904407924547485,7.117083359226475,7.214936239295984,7.2739060387666585,7.346445479149196,7.33786540035452,7.330370884617685,7.328917335437895,7.380256248731515,7.3681296053373435,7.35609426202576,7.365009104292587,7.425022304592283,7.439350651390147,7.431867716039356,7.455695243964914,7.4936642952111585,7.641852782429172
2000-03-02,6.49617859206776,6.763953623233761,7.005489613273344,7.115941811757905,7.210769893453789,7.265757388472644,7.337275018503765,7.3239569039722205,7.3146304976299845,7.31775448715402,7.370375162072383,7.363659414786491,7.360061980266281,7.373210058884766,7.438547498732564,7.460017881329691,7.460554376351079,7.488872096674912,7.53071614403326,7.67391515364254
2000-03-03,6.485049850795611,6.74856418665859,6.979525569083561,7.086172083191573,7.182050051591815,7.236010262758391,7.308527903245918,7.289658734085212,7.279544000985767,7.282901609544051,7.3360699735148795,7.328103959363049,7.3254217133762785,7.338339352540232,7.404546151449416,7.424663210052084,7.425941739335018,7.454110829347089,7.4965823316008375,7.641417449374449
2000-03-06,6.50975131654329,6.801324508048125,7.049173772724611,7.15379111034766,7.250230158319491,7.302243150309852,7.376080005574732,7.348785205141916,7.34004742924148,7.343061955779165,7.398658962237876,7.382824599476685,7.381194752253008,7.393737535881674,7.462996178048082,7.47524072302012,7.476716451707215,7.504983179448529,7.549082298740287,7.700223295337578
2000-03-07,6.505699667036528,6.778456520264505,7.007389591373856,7.1138556229633965,7.206792248055295,7.264939614617757,7.346270069477066,7.318297793382376,7.3097830870664335,7.316961490573706,7.374594761182479,7.357273094436729,7.356063195573785,7.372456764974519,7.444281485622281,7.454846114345185,7.456694645512193,7.4882249579479225,7.536510257295916,7.679054801607558
2000-03-08,6.509271204669545,6.7845030847741175,7.023600299353837,7.125421695913257,7.2214936349926,7.281321622789296,7.357843472688524,7.327220748334065,7.3206063263739605,7.323254711836668,7.379943508046995,7.361756740506027,7.361413657032792,7.377701494349795,7.450215985561359,7.459432968859702,7.462106123359969,7.493532607134911,7.542429288218834,7.686467286500858
2000-03-09,6.50852036505556,6.778131506394219,7.0116700845528985,7.106554649972824,7.203226042370966,7.2538438623556605,7.327365374298204,7.301151462038738,7.292117533494349,7.293035543734278,7.350676674322471,7.331126030581256,7.33183276163854,7.347801473231597,7.421695278025835,7.425352241179233,7.427607221328749,7.455842584193436,7.501718528943105,7.659358116483462
2000-03-10,6.5339623380580125,6.819410962256336,7.057880685074735,7.156891449981015,7.25347048024519,7.313203475429697,7.383811000050948,7.359350712019828,7.352148801945923,7.357172301623922,7.41610470648093,7.399306156388085,7.40252086733707,7.417982730321173,7.492594324271846,7.4949957087102,7.497583600977278,7.529286753729132,7.5791341411959205,7.727637088751261
2000-03-13,6.82016779949352,7.05152506601708,7.144565753686688,7.243309810589659,7.2952320855908575,7.375049448441598,7.338955719442177,7.332329014820813,7.338241285182174,7.39835557128273,7.377297001358835,7.38393040420064,7.3991436137889375,7.476159638629245,7.472813904972172,7.480602482354069,7.503854287190109,7.5688776616641675,7.59126953467023,7.350704315235183
2000-03-14,6.550862503775101,6.8197064853607765,7.0477321758045335,7.130540093961888,7.227490648335998,7.285624759831288,7.3557428710125485,7.327131781960571,7.322843577564074,7.328065807473953,7.388515560222204,7.366829238799998,7.377954784358002,7.394401221869358,7.471087234361131,7.46783420893628,7.475596790036578,7.49885592303335,7.5638770290686175,7.586270377460822
2000-03-15,6.565037280437048,6.827501406211967,7.0589769121476635,7.141580091965187,7.234437169628938,7.286205339253758,7.360853151242306,7.3273488227389505,7.3231880475394515,7.324078311090057,7.384121821218238,7.357768601296427,7.363895610175995,7.3800432450024545,7.452875823102622,7.447592711963018,7.452247482552134,7.473827981800576,7.53989056510379,7.560279028306741
2000-03-16,6.566778725878217,6.831117373622821,7.051860659594143,7.1230486189957904,7.211252082613751,7.252847746039578,7.325622474518735,7.296530818982902,7.289432166470157,7.285182012897496,7.340266617753705,7.3120569763916174,7.3193340209492845,7.335233118454267,7.409106072190772,7.39819369274034,7.40233045985234,7.424229414841305,7.4907352336518995,7.509474248501984
2000-03-17,6.569231622042233,6.834264403145017,7.049143469784347,7.109616431268008,7.192200691482352,7.233874089825035,7.297304276930095,7.261865049235029,7.2459463609796355,7.235976599506459,7.28675646556374,7.252046475897678,7.259872853111246,7.27180737351591,7.3409944908019416,7.323418066790199,7.32784699593508,7.346162780073247,7.407586374306987,7.422889202081315
2000-03-20,6.587521696998118,6.852792457659659,7.0730566932734575,7.1315744700125965,7.209930832850764,7.250308959264889,7.313383389636091,7.274819289975941,7.2653778930484165,7.25662409487918,7.307761710035637,7.2704810441311505,7.280888005221714,7.29272014975571,7.362904746898793,7.34190717431281,7.348841811432253,7.367382597119793,7.426255876017947,7.433868063177342
2000-03-21,6.590178899020481,6.841454259042143,7.044900152096036,7.101723345617355,7.1900821931290455,7.235711992609676,7.298700613420329,7.259270381262406,7.250361258682543,7.2418949888624145,7.292744785749693,7.259427352502074,7.271373695374609,7.28300644928508,7.353518509368254,7.331408890395985,7.339206580939406,7.357666700503889,7.416993296783826,7.422906019198271
2000-03-22,6.577656767120622,6.824346096279663,7.030794708925859,7.101926087746752,7.191161819489153,7.235859637900809,7.308469240162913,7.268669215896515,7.2649425163086265,7.257217677480165,7.308018692028054,7.274000708952732,7.286687144122836,7.298331058477997,7.369200457196885,7.34552523016042,7.358805427315636,7.378175775753731,7.4376331621198455,7.442051617349195
2000-03-23,6.609999999999999,6.862257509331069,7.057389757094105,7.122921175621246,7.202268296226289,7.242060112177547,7.2995338981903375,7.253588181407665,7.240845586732737,7.227565546671175,7.2783868124837445,7.239686584669267,7.242775999602401,7.253795851196112,7.320431355804901,7.2948777810624446,7.309271213359198,7.328448576976396,7.388368484858066,7.391011342203296
2000-03-24,6.688475934953051,6.9950000000000045,7.21349121877235,7.293459258993892,7.368442855627463,7.3886286392789735,7.421247109410719,7.348877956981141,7.335758645639067,7.314102926313355,7.349938562327587,7.300198747505946,7.294216576189678,7.295541006846934,7.35213819403128,7.319803360045669,7.334575988111696,7.353777353139756,7.41407678623991,7.414970065333653
2000-03-27,6.7136752053650905,7.035270138029029,7.273221014065246,7.350720500744355,7.420000000000002,7.434687473627513,7.460740973126937,7.37720137119714,7.355930904134674,7.324848283160823,7.350866234966018,7.289076599975569,7.279877828089047,7.276961010655558,7.328672592309785,7.289172611576228,7.30117945699439,7.3196085339279415,7.3812507488069725,7.376496367720181
2000-03-28,6.707071911060651,7.023354364580231,7.254779103965683,7.336653881704714,7.415529130097416,7.435000000000002,7.460362988995611,7.381317482732566,7.365563441167227,7.3395912471009055,7.370636449808175,7.308476355129353,7.29996291680921,7.29698363080316,7.353617043855031,7.313532297300154,7.3310400295606994,7.350104051166424,7.41186959341873,7.4054237706104455
2000-03-29,6.70312204384466,7.006783217766924,7.2413799163608505,7.317199929749262,7.391134612411278,7.420426833032983,7.450000000000003,7.380587724992106,7.365375688968704,7.344435375873211,7.380483990630982,7.317759668498943,7.314614281459459,7.316875916764833,7.378665715519333,7.337963485816877,7.360787994010671,7.384839986657226,7.452027395534765,7.4447683324226155
2000-03-30,6.671062746261271,6.952939755048848,7.156878896008651,7.228234252827457,7.306504776055647,7.325832131467058,7.364830791125201,7.299999999999997,7.280231329353083,7.259583530704867,7.295412195071854,7.2321655165642005,7.229699879147255,7.232266740475612,7.293927596119111,7.25255300757194,7.2762448656705025,7.300248913187327,7.367749206160668,7.358468597553265
2000-03-31,6.677700062685701,6.961705010120979,7.167550264559908,7.217853892314534,7.281692636880082,7.2959109234851125,7.319389921928105,7.249362477184872,7.224999999999994,7.2047735297373405,7.240305729650651,7.176599386040551,7.17474271963171,7.177833545474978,7.234395209484811,7.192088457344084,7.216717522329793,7.240661811175217,7.308465096513777,7.297126590075633
2000-04-03,6.686286540965997,6.9471194587095155,7.119385314307846,7.164624558688573,7.222032070685607,7.226610264636995,7.248336409194524,7.17763880939375,7.159370571638539,7.145562729456992,7.179789218577959,7.114999999999995,7.11991395874292,7.124094505937143,7.179837649449745,7.135940409784624,7.167821007336143,7.192060593189511,7.260506362182621,7.2429744040193675
2000-04-04,6.55643280464631,6.736965223988196,6.874886151035065,6.930870957734465,6.987811393662281,7.0082631919052325,7.043866528695945,6.987963695743655,6.984685297227876,6.981179245771264,7.02477425272585,6.969654962945609,6.984999999999999,6.999427606267197,7.064703852714545,7.030320049158138,7.072939046142015,7.102285262893617,7.175829272071659,7.1611502967845935
2000-04-05,6.62907802688822,6.823186499022597,6.980573374038629,7.0205702402811925,7.077817778340448,7.087741845280797,7.112811284832118,7.047121178484398,7.039343714746764,7.0313896173142405,7.069428177986567,7.0092925284954255,7.025167700121274,7.034999999999997,7.094882492823774,7.060242529126943,7.098588219035101,7.127756425933763,7.201579575820213,7.184615970998801
2000-04-06,6.636248039161565,6.836353845205954,6.996778052519925,7.04270781615332,7.114186892848177,7.12847019274135,7.15794716899176,7.096861256312211,7.0891505965682216,7.081788002306166,7.119181073337076,7.058973662986128,7.075324118876956,7.085517027952088,7.144999999999996,7.110109586704238,7.149071542068967,7.178285089534057,7.252345957938598,7.2286205500819065
2000-04-07,6.637625905709324,6.838920706106843,6.997192046911334,7.037620247383488,7.104421279839691,7.118529962301195,7.142416631718449,7.081201604983024,7.068832192103422,7.061999238841543,7.093793501346392,7.033553103863211,7.0453951029344175,7.055994317443125,7.110062520040955,7.075000000000003,7.109579613881354,7.138820678256043,7.213044482478028,7.1869359972955875
2000-04-10,6.62752265764711,6.817809140238376,6.9583625286558615,7.0005794367512815,7.071076915987519,7.090604477046095,7.116446948630401,7.054946715398444,7.04326193695171,7.0381876791862705,7.067775999719451,7.007684840906096,7.020706274890942,7.032619146600318,7.085059527547493,7.049837701296316,7.09087927415274,7.120600477520144,7.194999999999993,7.161803821477562
2000-04-11,6.624204194047778,6.846750495157556,7.012560561100936,7.061232690998931,7.125071309928052,7.141615484765412,7.17087191538384,7.104140520361479,7.093166481189996,7.088583187462082,7.11739751359983,7.057432853503457,7.070794737844262,7.0831891410817,7.135012662174702,7.099827742340732,7.141302943521463,7.171214901898626,7.245630672270876,7.209999999999994
2000-04-12,6.632434321539463,6.855707407445081,7.022571513070862,7.067891537052422,7.141743520445162,7.163020079803781,7.195553915756648,7.129265220357958,7.123172192667314,7.1194194640536015,7.152181531326694,7.0925170443147465,7.111040911207546,7.124006217451015,7.180081226028407,7.144981828363287,7.191860940861028,7.22179877912867,7.296291472300613,7.263250732263018
2000-04-13,6.627849876249643,6.840199709415753,6.990260819719937,7.028990169643824,7.107667361206819,7.12826650591715,7.160932124356248,7.098651098188036,7.0876816882379385,7.0845119762548805,7.111438483172079,7.052399428541922,7.071210082232875,7.084307860969836,7.1348644408140975,7.099866213127358,7.142126744482404,7.172465984446862,7.246901372233779,7.211483528663857
2000-04-14,6.614153897181097,6.805887995440557,6.925333026017158,6.94694396450121,7.017651439816507,7.046564944739011,7.092101804336609,7.033938498795193,7.0282860371410365,7.030671042092384,7.061646390272291,7.007832182060043,7.0319282419276945,7.050138473518289,7.099637837577267,7.065133333372307,7.112933454278438,7.1482417935499605,7.222453571826699,7.1847519543011416
2000-04-17,6.621713992934777,6.80235240878197,6.905890021256676,6.935898747582875,7.0097869223568665,7.044162181016798,7.086503906722404,7.034116441334059,7.034105487438734,7.049841273662099,7.092277834658844,7.049239790241308,7.083322016976185,7.10777818452383,7.159385104972133,7.125450770959958,7.17428480408695,7.2103260331451855,7.284151796973708,7.239145316260905
2000-04-18,6.621645264411148,6.806616902083045,6.9185634986146445,6.950680016633033,7.020582229446041,7.060658440502928,7.10069527673919,7.0498729559688815,7.0542865620958,7.071017648430489,7.118050102877565,7.079611894293338,7.113432319292156,7.1385676466905315,7.189053560907644,7.156071241096209,7.210000516097372,7.245966908702046,7.3197281705432875,7.272118681666617
2000-04-19,6.629518994187502,6.827847279725779,6.94264671714976,6.963454806715682,7.023707631251584,7.062952955806269,7.103058439354642,7.037501847849516,7.038441707117955,7.050774941993979,7.091619730073887,7.0495921767009175,7.083060222846249,7.103855790851809,7.154173316897576,7.1204026617461595,7.164367603103558,7.196590161484148,7.270164677247128,7.214068223541709
2000-04-20,6.646063116320579,6.851192448092011,6.9706353622725485,7.00069769910365,7.056365847381194,7.088186215801739,7.126861679753446,7.0559898569291475,7.0522496108012405,7.060444973167991,7.095223994410231,7.0488363516961545,7.077176609806913,7.09424161618529,7.144185782729956,7.109993928328621,7.149384933654804,7.182405533600422,7.2556138588577195,7.196987506951782
2000-04-24,6.646044819208478,6.849928346459148,6.9605800175057135,6.9878084158533795,7.043889492420824,7.08043434143462,7.111048934329795,7.050997484846196,7.047293055970945,7.063824749070118,7.092886728127766,7.050137055722985,7.0837020431665945,7.107605775830762,7.152878010493883,7.12140317477635,7.166005931938888,7.2003257305838515,7.272487833856769,7.202714528509604
2000-04-25,6.729255618365575,6.9675887263128855,7.095771330530304,7.129240440565958,7.183638511746618,7.222364036250166,7.24635966813639,7.174506083626879,7.17165271001272,7.182735906256643,7.207204116380021,7.164657025165155,7.192344283086816,7.212993852541948,7.257882085959423,7.2257734349260545,7.26606504667787,7.300613985186892,7.367100683942486,7.296842326068652
2000-04-26,6.731884969684893,6.9782435231625985,7.10329876039654,7.128419656242682,7.185955276775278,7.227365875350967,7.244553479618596,7.175824976509254,7.1769305925430515,7.188269161770648,7.211671183728295,7.169836876213113,7.197366300771456,7.218771940838908,7.2625661857610515,7.230984362906981,7.271361288749095,7.306360091706448,7.3724494674053105,7.299524437139333
2000-04-27,6.854588397563491,7.132422525842929,7.270777089786182,7.299780680131609,7.3354655676939275,7.361162156067164,7.36216768927018,7.2948275708483,7.291096943541518,7.304101535110536,7.32604668786961,7.285051560629763,7.3123773786656665,7.334559941855209,7.377233266967696,7.3462107585925835,7.386652339546832,7.422114258079436,7.487781084093334,7.412164182101404
